Periodo_Real,Año,Mes,Codigo_Plan_SAP,Programa,Facultad,Gestion,Modalidad_Agrupada,Concluyeron el Plan,Admitidos Matriculados,Nuevos Traslados,Nuevos Convalidados,Permanentes Continuos,Perm. Siempre (0m),Perm. 1mes,Permanentes Incontinuos,Reincorporados (6-12m),Reincorporados (>12m),Riesgo Deserción (1m),Riesgo Deserción (2m),Deserción Temprana (3-6m),Deserción Tardía (7-12m),Deserción Muy Tardía (>12m),Retenidos (1m),Matríc. regular a Distancia,Estudiantes matrí. TOTAL
2018-12,2018,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
2019-01,2019,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
2019-02,2019,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
2019-03,2019,Marzo,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,20,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,20
2019-04,2019,Abril,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,11,11,0,0,0,0,9,0,0,0,30,11,0,11
2019-05,2019,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,11,9,0,0,30,0,0,0
2019-06,2019,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,11,9,0,30,0,0,0
2019-07,2019,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,0,0,0
2019-08,2019,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,0,0,0
2019-09,2019,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,0,0,0
2019-10,2019,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,11,9,30,0,0,0
2019-11,2019,Noviembre,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,11,0,0,0,0,9,30,0,0,11
2019-12,2019,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,11,0,0,9,30,0,0,0
2020-01,2020,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,11,0,9,30,0,0,0
2020-02,2020,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,11,9,30,0,0,0
2020-03,2020,Marzo,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,15,0,0,0,0,0,10,0,0,0,0,1,9,30,0,0,25
2020-04,2020,Abril,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,10,10,0,1,0,0,15,0,0,0,39,10,0,11
2020-05,2020,Mayo,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,22,11,11,0,0,0,0,4,0,0,39,22,0,22
2020-06,2020,Junio,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,11,11,0,0,0,0,11,0,4,0,39,11,0,11
2020-07,2020,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,11,11,4,0,39,0,0,0
2020-08,2020,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,11,15,0,39,0,0,0
2020-09,2020,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,26,0,39,0,0,0
2020-10,2020,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,22,4,39,0,0,0
2020-11,2020,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,22,4,39,0,0,0
2020-12,2020,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,11,15,39,0,0,0
2021-01,2021,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,26,39,0,0,0
2021-02,2021,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,26,39,0,0,0
2021-03,2021,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,26,39,0,0,0
2021-04,2021,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,0,0,0
2021-05,2021,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,0,0,0
2021-06,2021,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,11,54,0,0,0
2021-07,2021,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2021-08,2021,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2021-09,2021,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2021-10,2021,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2021-11,2021,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2021-12,2021,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2022-01,2022,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2022-02,2022,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2022-03,2022,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2022-04,2022,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2022-05,2022,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2022-06,2022,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2022-07,2022,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2022-08,2022,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2022-09,2022,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2022-10,2022,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2022-11,2022,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2022-12,2022,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2023-01,2023,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2023-02,2023,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2023-03,2023,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2023-04,2023,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2023-05,2023,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2023-06,2023,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2023-07,2023,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2023-08,2023,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2023-09,2023,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2023-10,2023,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2023-11,2023,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2023-12,2023,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2024-01,2024,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2024-02,2024,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2024-03,2024,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2024-04,2024,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2024-05,2024,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2024-06,2024,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2024-07,2024,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2024-08,2024,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2024-09,2024,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2024-10,2024,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2024-11,2024,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2024-12,2024,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2025-01,2025,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2025-02,2025,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2025-03,2025,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2025-04,2025,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2025-05,2025,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2025-06,2025,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2025-07,2025,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2025-08,2025,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2025-09,2025,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2025-10,2025,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2025-11,2025,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2025-12,2025,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2026-01,2026,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2026-02,2026,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2026-03,2026,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2026-04,2026,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2026-05,2026,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2026-06,2026,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2026-07,2026,N/A,O03032501,MAESTRÍA EN PSICOLOGÍA DE CLÍNICA DE NIÑOS,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
2018-09,2018,Setiembre,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
2018-10,2018,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0
2018-11,2018,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0
2018-12,2018,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0
2019-01,2019,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0
2019-02,2019,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0
2019-03,2019,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0
2019-04,2019,Abril,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,59,0,0,0,0,0,0,26,0,0,0,0,62,0,0,0,85
2019-05,2019,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,85,0,0,62,0,0,0,0
2019-06,2019,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,85,0,62,0,0,0,0
2019-07,2019,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,85,62,0,0,0,0
2019-08,2019,Agosto,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,39,0,0,0,0,0,55,0,0,0,0,30,62,0,0,0,94
2019-09,2019,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,94,0,30,62,0,0,0,0
2019-10,2019,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,94,30,0,62,0,0,0
2019-11,2019,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,94,30,62,0,0,0
2019-12,2019,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,94,30,62,0,0,0
2020-01,2020,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,94,30,62,0,0,0
2020-02,2020,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,94,30,62,0,0,0
2020-03,2020,Marzo,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,57,0,0,0,0,0,0,33,0,0,0,0,91,62,0,0,90
2020-04,2020,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,90,0,0,91,62,0,0,0
2020-05,2020,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,90,0,61,92,0,0,0
2020-06,2020,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,90,61,92,0,0,0
2020-07,2020,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,90,61,92,0,0,0
2020-08,2020,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,90,61,92,0,0,0
2020-09,2020,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,90,0,153,0,0,0
2020-10,2020,N/A,O07010801,MAESTRIA EN EDUCACIÓN CON MENCIÓN EN DOCENCIA INV.UNIV,Otros,Sin Partner (Propio),Presencial Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,90,153,0,0,0
